,Mjob,Fjob,traveltime,studytime,failures,internet,freetime,absences,G1,G2,G3,Average,approved
515,0.0,2.0,2.0,2.0,0.0,0.0,3.0,8.0,9.0,8.0,10.0,9.0,0.0
516,4.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,14.0,16.0,16.0,15.0,1.0
517,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,14.0,14.0,15.0,14.0,0.0
518,0.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,8.0,5.0,8.0,7.0,0.0
519,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,8.0,7.0,0.0,5.0,0.0
520,2.0,0.0,3.0,2.0,0.0,1.0,3.0,6.0,6.0,8.0,8.0,7.0,0.0
521,2.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,8.0,10.0,10.0,9.0,0.0
522,4.0,4.0,1.0,2.0,0.0,1.0,3.0,4.0,8.0,8.0,8.0,8.0,0.0
523,2.0,4.0,1.0,4.0,0.0,1.0,5.0,2.0,5.0,6.0,6.0,5.0,0.0
524,2.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,7.0,9.0,8.0,8.0,0.0
525,0.0,1.0,1.0,3.0,0.0,1.0,4.0,0.0,15.0,14.0,16.0,15.0,1.0
526,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,13.0,14.0,14.0,13.0,0.0
527,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,10.0,9.0,10.0,9.0,0.0
528,2.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,9.0,9.0,9.0,9.0,0.0
529,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,11.0,11.0,11.0,11.0,0.0
530,1.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,7.0,10.0,9.0,8.0,0.0
531,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,10.0,10.0,10.0,10.0,0.0
532,4.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,9.0,7.0,8.0,8.0,0.0
533,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,14.0,15.0,16.0,15.0,1.0
534,3.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,11.0,12.0,12.0,11.0,0.0
535,0.0,1.0,3.0,2.0,0.0,0.0,5.0,11.0,9.0,11.0,10.0,10.0,0.0
536,0.0,0.0,3.0,4.0,0.0,0.0,4.0,8.0,13.0,14.0,14.0,13.0,0.0
537,1.0,1.0,1.0,1.0,0.0,1.0,3.0,11.0,12.0,13.0,12.0,12.0,0.0
538,0.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,11.0,11.0,11.0,11.0,0.0
539,0.0,0.0,2.0,2.0,0.0,1.0,2.0,8.0,9.0,10.0,10.0,9.0,0.0
540,2.0,0.0,2.0,1.0,0.0,0.0,3.0,5.0,9.0,11.0,11.0,10.0,0.0
541,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,11.0,9.0,11.0,10.0,0.0
542,3.0,1.0,2.0,3.0,0.0,1.0,3.0,1.0,10.0,11.0,12.0,11.0,0.0
543,4.0,0.0,3.0,1.0,3.0,1.0,3.0,2.0,9.0,9.0,8.0,8.0,0.0
544,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,12.0,11.0,12.0,11.0,0.0
545,1.0,0.0,1.0,2.0,1.0,1.0,4.0,8.0,8.0,9.0,8.0,8.0,0.0
546,4.0,4.0,1.0,2.0,0.0,1.0,2.0,0.0,13.0,15.0,16.0,14.0,0.0
547,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,11.0,11.0,10.0,0.0
548,2.0,2.0,1.0,2.0,0.0,1.0,5.0,2.0,11.0,10.0,11.0,10.0,0.0
549,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,17.0,18.0,18.0,17.0,1.0
550,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,12.0,13.0,13.0,12.0,0.0
551,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,13.0,14.0,13.0,13.0,0.0
552,0.0,0.0,1.0,2.0,2.0,1.0,4.0,2.0,9.0,9.0,10.0,9.0,0.0
553,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,11.0,11.0,12.0,11.0,0.0
554,2.0,2.0,2.0,1.0,0.0,1.0,5.0,3.0,10.0,11.0,10.0,10.0,0.0
555,0.0,0.0,1.0,3.0,0.0,1.0,3.0,5.0,13.0,14.0,13.0,13.0,0.0
556,0.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,9.0,10.0,11.0,10.0,0.0
557,0.0,0.0,2.0,2.0,3.0,1.0,4.0,2.0,7.0,9.0,10.0,8.0,0.0
558,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,8.0,13.0,10.0,10.0,0.0
559,2.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0,12.0,12.0,13.0,12.0,0.0
560,0.0,1.0,2.0,1.0,0.0,1.0,5.0,0.0,10.0,9.0,10.0,9.0,0.0
561,2.0,2.0,2.0,2.0,0.0,0.0,3.0,6.0,10.0,9.0,10.0,9.0,0.0
562,0.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,11.0,13.0,12.0,12.0,0.0
563,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0
564,1.0,0.0,2.0,1.0,0.0,1.0,5.0,2.0,11.0,9.0,10.0,10.0,0.0
565,2.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,10.0,10.0,9.0,9.0,0.0
566,1.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,9.0,7.0,9.0,8.0,0.0
567,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0
568,2.0,1.0,2.0,1.0,3.0,0.0,2.0,4.0,6.0,11.0,9.0,8.0,0.0
569,2.0,2.0,1.0,2.0,2.0,1.0,4.0,9.0,4.0,8.0,8.0,6.0,0.0
570,1.0,1.0,2.0,1.0,0.0,1.0,4.0,6.0,7.0,8.0,8.0,7.0,0.0
571,2.0,0.0,2.0,1.0,3.0,1.0,4.0,4.0,8.0,9.0,9.0,8.0,0.0
572,1.0,2.0,2.0,2.0,2.0,0.0,5.0,8.0,5.0,5.0,7.0,5.0,0.0
573,0.0,2.0,1.0,1.0,0.0,0.0,3.0,9.0,7.0,9.0,10.0,8.0,0.0
574,0.0,0.0,2.0,1.0,1.0,1.0,4.0,12.0,8.0,11.0,10.0,9.0,0.0
575,1.0,1.0,1.0,1.0,0.0,1.0,4.0,8.0,10.0,11.0,10.0,10.0,0.0
576,0.0,0.0,2.0,1.0,0.0,1.0,5.0,8.0,9.0,10.0,11.0,10.0,0.0
577,0.0,1.0,3.0,2.0,1.0,1.0,4.0,8.0,10.0,9.0,11.0,10.0,0.0
578,4.0,0.0,2.0,2.0,1.0,1.0,5.0,4.0,8.0,9.0,10.0,9.0,0.0
579,2.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,9.0,10.0,9.0,9.0,0.0
580,0.0,0.0,3.0,1.0,1.0,1.0,4.0,4.0,8.0,9.0,10.0,9.0,0.0
581,2.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,6.0,8.0,8.0,7.0,0.0
582,2.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,6.0,8.0,7.0,7.0,0.0
583,0.0,0.0,2.0,1.0,1.0,1.0,5.0,0.0,8.0,6.0,0.0,4.0,0.0
584,2.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,10.0,11.0,11.0,10.0,0.0
585,0.0,2.0,2.0,3.0,0.0,0.0,2.0,5.0,8.0,7.0,8.0,7.0,0.0
586,3.0,1.0,1.0,2.0,0.0,1.0,5.0,0.0,8.0,8.0,0.0,5.0,0.0
587,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,7.0,6.0,8.0,7.0,0.0
588,4.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,10.0,9.0,9.0,0.0
589,2.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,7.0,10.0,10.0,9.0,0.0
590,0.0,0.0,3.0,2.0,2.0,0.0,4.0,3.0,7.0,8.0,7.0,7.0,0.0
591,1.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,12.0,13.0,14.0,13.0,0.0
592,1.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,11.0,12.0,13.0,12.0,0.0
593,2.0,0.0,2.0,2.0,0.0,1.0,4.0,0.0,12.0,13.0,14.0,13.0,0.0
594,3.0,3.0,2.0,2.0,0.0,1.0,3.0,0.0,18.0,18.0,18.0,18.0,1.0
595,1.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,17.0,17.0,17.0,17.0,1.0
596,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,17.0,18.0,18.0,17.0,1.0
597,2.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,9.0,0.0,0.0,3.0,0.0
598,2.0,1.0,2.0,1.0,0.0,0.0,1.0,8.0,10.0,11.0,11.0,10.0,0.0
599,2.0,1.0,3.0,1.0,0.0,1.0,5.0,5.0,12.0,13.0,14.0,13.0,0.0
600,0.0,1.0,3.0,1.0,0.0,0.0,2.0,4.0,12.0,13.0,14.0,13.0,0.0
601,0.0,0.0,2.0,2.0,0.0,1.0,3.0,4.0,8.0,8.0,10.0,8.0,0.0
602,1.0,1.0,2.0,3.0,0.0,1.0,4.0,0.0,11.0,12.0,13.0,12.0,0.0
603,3.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0
604,2.0,1.0,3.0,2.0,1.0,0.0,4.0,2.0,9.0,10.0,10.0,9.0,0.0
605,2.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0
606,3.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,18.0,18.0,18.0,18.0,1.0
607,1.0,0.0,2.0,2.0,0.0,1.0,3.0,5.0,11.0,11.0,12.0,11.0,0.0
608,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,8.0,10.0,11.0,9.0,0.0
609,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,11.0,11.0,12.0,11.0,0.0
610,2.0,2.0,2.0,2.0,3.0,0.0,5.0,0.0,8.0,0.0,0.0,2.0,0.0
611,1.0,0.0,2.0,3.0,0.0,1.0,2.0,5.0,14.0,14.0,15.0,14.0,0.0
612,1.0,0.0,2.0,2.0,1.0,1.0,5.0,4.0,10.0,11.0,11.0,10.0,0.0
613,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,10.0,10.0,10.0,10.0,0.0
614,3.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,12.0,12.0,12.0,12.0,0.0
615,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,15.0,14.0,15.0,14.0,0.0
616,0.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,14.0,13.0,14.0,13.0,0.0
617,2.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,19.0,17.0,18.0,18.0,1.0
618,2.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,16.0,15.0,15.0,15.0,1.0
619,1.0,1.0,2.0,2.0,0.0,1.0,3.0,6.0,13.0,12.0,13.0,12.0,0.0
620,2.0,2.0,1.0,2.0,0.0,1.0,3.0,4.0,15.0,14.0,15.0,14.0,0.0
621,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,13.0,13.0,13.0,13.0,0.0
622,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,8.0,10.0,9.0,9.0,0.0
623,3.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,15.0,16.0,16.0,15.0,1.0
624,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,8.0,8.0,9.0,8.0,0.0
625,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,10.0,10.0,10.0,10.0,0.0
626,0.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,7.0,5.0,0.0,4.0,0.0
627,2.0,1.0,3.0,1.0,0.0,1.0,3.0,3.0,9.0,10.0,10.0,9.0,0.0
628,0.0,2.0,1.0,3.0,0.0,0.0,4.0,8.0,10.0,11.0,12.0,11.0,0.0
629,0.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,7.0,8.0,9.0,8.0,0.0
630,0.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,15.0,17.0,17.0,16.0,1.0
631,0.0,0.0,4.0,3.0,0.0,1.0,3.0,4.0,10.0,11.0,12.0,11.0,0.0
632,2.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,7.0,8.0,9.0,8.0,0.0
633,3.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0,13.0,14.0,14.0,13.0,0.0
634,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,16.0,16.0,16.0,16.0,1.0
635,2.0,0.0,1.0,2.0,0.0,1.0,5.0,10.0,8.0,9.0,9.0,8.0,0.0
636,3.0,3.0,1.0,2.0,0.0,1.0,2.0,4.0,17.0,18.0,19.0,18.0,1.0
637,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,7.0,7.0,0.0,4.0,0.0
638,0.0,1.0,2.0,2.0,0.0,1.0,4.0,4.0,14.0,15.0,16.0,15.0,1.0
639,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,5.0,8.0,0.0,4.0,0.0
640,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,7.0,7.0,0.0,4.0,0.0
641,2.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,14.0,17.0,15.0,15.0,1.0
642,3.0,0.0,2.0,2.0,0.0,1.0,5.0,0.0,6.0,9.0,11.0,8.0,0.0
643,3.0,2.0,3.0,1.0,0.0,1.0,4.0,4.0,7.0,9.0,10.0,8.0,0.0
644,1.0,0.0,1.0,3.0,1.0,1.0,4.0,4.0,10.0,11.0,10.0,10.0,0.0
645,3.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,15.0,15.0,16.0,15.0,1.0
646,0.0,0.0,2.0,2.0,0.0,0.0,1.0,6.0,11.0,12.0,9.0,10.0,0.0
647,1.0,1.0,2.0,1.0,0.0,1.0,4.0,6.0,10.0,10.0,10.0,10.0,0.0
648,1.0,0.0,3.0,1.0,0.0,1.0,4.0,4.0,10.0,11.0,11.0,10.0,0.0
